title,company,location,contract,work_type,posted_relative,raw_content,detail_link
Comptable Junior,ATLAS EMBALLAGES,Sfax,CDI,Temps-plein,Il y a 1 heure,"Sous la supervision du comptable, vous participerez aux opérations comptables courantes et contribuerez à la fiabilité des enregistrements financiers de la société. Missions principales : - Saisir et classer les pièces comptables (factures, notes de frais, relevés bancaires, etc.) - Participer aux travaux de rapprochement bancaire - Contribuer à la préparation des déclarations fiscales et sociales ; - Participer au suivi des règlements. - Participer à la gestion administrative liée à la comptabilité (archivage, suivi des fournisseurs, etc.) Exigences de l'emploi - Bac+3 ou plus en comptabilité - Disponibilité immédiate - Bonnes connaissances en matière de comptabilité - Une bonne maîtrise du français - Première expérience souhaitée en comptabilité - Rigueur, organisation et sens de la confidentialité. - Esprit d’équipe et capacité à respecter les délais. Date d'expiration 19/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnf36416bb209b6e0ef5970dca1281fe3d
Assistant(e) ACHAT,Africom Services,Ariana,CDI,Temps-plein,Il y a 2 heures,"Dans le cadre de son développement, AFRICOM SERVICES spécialisée dans la télécommunication réseaux, cherche à recruter une Assistant (e) Achat. Missions : En tant que ""Assistant(e) achat "", vous serez amené à : -Assurer la Consultation des fournisseurs, l’établissement des commandes d'achat, ainsi que l’évaluation des fournisseurs. -Piloter les livraisons des achats, y compris ceux de l’étranger, et piloter les réceptions qualitatives et quantitatives. - Piloter la Gestion de Stock et des Inventaires. -Piloter l’Entretien des locaux et de l'infrastructure. - Piloter la Gestion des équipements de mesures, des outils de travail y compris les EPI. - Considérer les procédures et les instructions qui lui sont applicables dans le cadre du système de management intégré, et celles relatives à la SST notamment. Exigences de l'emploi Votre profil : Issu(e) d'une formation BAC+3 ou plus, université ou école de commerce ou d'achat et logistique. Vous comptabilisez un minimum d'expérience au sein d’une société certifiée en 9001. Une expérience dans un poste similaire Vous êtes doté(e) d’un sens de l'écoute et de la communication, vous avez un esprit de synthèse et d'analyse. Le sens du service et goût du travail en équipe sont des éléments importants pour vous. Prérequis du poste : Bonne maîtrise de la langue anglais Capacité à travailler en équipe et de manière autonome Maitrise le logiciel sage 100 Connaissance des procédures douanière Les CV appropriés pour le poste seront retenus. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn6a4456d9e356da7bf19797613ccd3d52
assistante adminstrative,GDIT,Sfax,CDI,Temps-plein,Il y a 2 heures,assistante administrative : motive Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn4c4fde75b20537e318849ab82200eb82
Développeur Full-stack JavaScript senior (au moins 5 ans d'exp),Linkers IT,Nabeul,CDI,Temps-plein,Il y a 2 heures,"Nous recherchons un Développeur Fullstack JavaScript senior (au moins 5ans d'expérience) passionné et expérimenté pour rejoindre notre équipe tech. Vous serez amené(e) à travailler sur des projets ambitieux en utilisant les technologies les plus modernes du web : React.js, Next.js, Node.js et Nest.js. En tant que développeur fullstack, vous participerez à la conception et au développement d’applications performantes et scalables, tout en collaborant avec des designers, des chefs de projet et d'autres développeurs. Vos missions ???? Concevoir et développer des applications web modernes et performantes. Développer et maintenir des APIs robustes avec Node.js et Nest.js. Créer des interfaces utilisateurs dynamiques et réactives avec React.js et Next.js. Assurer la qualité du code en mettant en place des bonnes pratiques de développement (tests, documentation, CI/CD). Optimiser la performance et la sécurité des applications. Collaborer avec l’équipe produit, UX/UI et les autres développeurs pour proposer des solutions innovantes. Participer aux revues de code et aux décisions architecturales. Assurer une veille technologique pour proposer des améliorations continues. Exigences de l'emploi plus que 5ans d’expérience en développement JavaScript / TypeScript. Maîtrise du backend avec Node.js et Nest.js (Express est un plus). Excellente connaissance du frontend avec React.js et Next.js. Expérience avec les bases de données SQL (PostgreSQL, MySQL) et NoSQL (MongoDB, Firebase, Redis). Bonne connaissance des principes RESTful API et GraphQL. Expérience avec Docker, CI/CD et les architectures cloud (AWS, GCP ou Azure). Maîtrise de Git et des workflows de développement collaboratif. Capacité à travailler en équipe et à résoudre des problèmes techniques complexes. Autonomie, rigueur et souci du détail. # Les petits + qui feront la différence ✨ ✅ Expérience avec les technologies serverless (AWS Lambda, Firebase Functions, etc.). ✅ Connaissance de WebSockets pour des applications en temps réel. ✅ Une passion pour l’innovation et l’open-source. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn1bc10810cfb1a53103d2e099396bc959
Responsable commercial(e) GMS,Sotufab,"Ksar Hellal, Monastir",CDI,Temps-plein,Il y a 2 heures,"Développer et fidéliser un portefeuille clients dans les GMS (supermarchés, hypermarchés, magasins spécialisés, etc.) définir la stratégie commerciale pour atteindre les objectifs fixés par la direction. Négocier et mettre en place des actions commerciales pour atteindre les objectifs de vente. Assurer le suivi des commandes, des stocks et des délais de livraison. Organiser des animations de produits et des promotions en point de vente. Analyser les performances commerciales et proposer des axes d'amélioration. organiser le travail des équipes commerciales Garantir une relation de confiance avec les responsables de rayon et les chefs de secteur. Assurer une veille concurrentielle et remonter les tendances du marché. Exigences de l'emploi Bac +2 à Bac +5 en Commerce, Marketing ou équivalent. Expérience significative de 2 à 5 ans en tant que responsable commercial(e) GMS ou dans un poste similaire. Maîtrise des techniques de vente directe et de négociation commerciale. Connaissance du secteur de la grande distribution et des produits de grande consommation. Très bonnes capacités de négociation et de communication. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tne51b916fffcd4772ec901be0eb6e89d8
Commercial(e) Terrain - Matériel et Produits Dentaires,MedUse,Tunis,CDD,Temps-plein,Il y a 2 heures,"Commercial(e) Terrain – Matériel et Produits Dentaires Lieu : Tunis (déplacements fréquents sur le territoire) Type de contrat : Temps plein Expérience souhaitée : Minimum 1 an en vente terrain (idéalement secteur médical, para-médical ou B2B) Vos principales missions En tant que Commercial(e) Terrain, vous serez un acteur clé du développement de MEDUSE sur le marché tunisien. Prospection & Vente Identifier, visiter et fidéliser les médecins dentistes et hôpitaux. Présenter les gammes de produits et équipements. Négocier les ventes et assurer le suivi des commandes et paiements. Suivi & Reporting Assurer un reporting régulier (CA, visites, opportunités). Suivre les objectifs mensuels et participer activement aux campagnes commerciales. Promotion & Formation Participer aux formations, congrès et événements organisés par MEDUSE. Travailler en étroite collaboration avec le service digital pour maximiser la visibilité de vos produits. Exigences de l'emploi Profil recherché Bac +3 minimum (commerce, marketing, sciences ou équivalent). Permis de conduire obligatoire. Excellentes compétences de communication et de négociation. Goût pour le terrain, la prospection et les défis commerciaux. Une expérience dans le secteur médical ou dentaire est un atout majeur. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn05bab042a6b0571dd597f8f16bb8bf8c
Gestionnaire d'aide légale-ASF,Avocats Sans Frontières,Tunis,CDI,Temps-plein,Il y a 2 heures,"Détails de l'opportunité Régions concernées par cette opportunité: Tunisie Lieu d'affectation : Tunis Statut : National Clôture des candidatures :08/12/2025 Entrée en fonction : Dès que possible Gestionnaire d'aide légale L'organisation Créée en 1992, Avocats Sans Frontières (ASF) est une organisation non gouvernementale internationale de droit belge, qui a pour mission de soutenir la réalisation d'une société juste et équitable et dans laquelle le droit est au service des groupes et des populations en situation de vulnérabilité. Son objectif principal est de contribuer à la mise en place d'institutions et de mécanismes permettant l'accès à une justice indépendante et impartiale, capable d'assurer la sécurité juridique et de garantir la protection et l'effectivité des droits fondamentaux pour tous. Elle met en place des activités très diverses pour garantir l'accès à la justice des plus vulnérables et la mise en place de systèmes légaux capables de les protéger. ASF est engagée sur plusieurs axes d'intervention (accès à la justice, justice pénale internationale, lutte contre la torture, promotion des droits économiques et sociaux, défense des droits civils et politiques, soutien et protection des défenseurs des droits humains, etc.) et dispose de missions permanentes en Ouganda, en République Démocratique du Congo, au Maroc, en Tunisie, en République centrafricaine et en Indonésie. En Tunisie Active en Tunisie depuis février 2012, ASF vise à renforcer les acteurs de la société civile travaillant dans le secteur de l'aide légale, de la justice transitionnelle et de la mise en place des réformes, afin de les aider à améliorer la qualité de leurs services et l'efficacité de leur action, et pour participer aux réformes de la justice entamée en Tunisie. C'est dans ce contexte que travaille actuellement la mission d'Avocats Sans Frontières en Tunisie, par la mise en œuvre de plusieurs projets en partenariat avec des acteurs tunisiens (ONG de droits humains et professionnels du droit) : il s'agit à la fois de les accompagner dans la réforme de la justice, dans la réalisation de la justice transitionnelle, dans le respect et la défense des droits humains, dans la protection des acquis constitutionnels et dans la création de services d'aide légale accessibles et de qualité pour les personnes en situation de vulnérabilité Contexte et enjeu du projet Dans le cadre d'un projet dédié à la protection et à l'accompagnement des personnes en situation de vulnérabilité, ASF souhaite recruter un·e gestionnaire d'aide légale. Ce poste s'inscrit dans le renforcement du dispositif d'assistance juridique du projet, comprenant un pool d'avocat.es chargé d'assurer des consultations juridiques, un accompagnement complet des personnes devant la justice ainsi qu'un suivi rigoureux des dossiers. L'objectif est de garantir un accès effectif aux droits et à la justice, en veillant à la qualité, la cohérence et la conformité des services fournis dans le cadre de chaque projet. Fonction générale Le/la gestionnaire d'aide légale travaille sous la supervision du responsable de programme et de le/la coordinateur.trice du projet. Elle/il collabore étroitement avec l'équipe du programme, le Représentant Pays ainsi que le département du suivi et d'évaluation. Elle/il est chargé.e du déploiement optimal des dispositifs d'aide légale mis en place dans le cadre du projet, en termes de pourvoi de services et de suivi et de capitalisation, tout en appuyant le Représentant Pays dans l'harmonisation des processus et des pratiques. Principales responsabilités Responsabilités opérationnelles : La/le gestionnaire d'aide légale participe régulièrement au comité de sélection au cours desquels l'attribution des services d'aide légale est décidée Il/elle veille, en coordination avec le/la Coordinateur.trice du projet, au respect des critères de sélection d'attribution d'aide légale ainsi qu'à la conformité au mécanisme de référencement et de prise en charge Il/elle participe aux décisions d'attribution des services d'aide légale et tient un compte rendu régulier des décisions motivées rendues Il/elle tient régulièrement des points de suivi budgétaire avec le/la Coordinateur.trice du projet, le Responsable programme ainsi que la chargée d'appui aux projets et finances pour analyser les dépenses et ajuster l'intervention au besoin Responsabilités de suivi et de capitalisation : Elle/il est responsable du suivi des services d'aide légale fournis auprès des partenaires, des avocat.es et des bénéficiaires si nécessaire Elle/il est chargé.e de collecter les données pertinentes tout en respectant la confidentialité des personnes, en ayant recours aux systèmes et outils adoptés par ASF Elle/il élabore régulièrement des rapports de suivi, en collaboration avec le département S&E, et suggère les ajustements nécessaires selon les résultats et les besoins Elle/il produit régulièrement des analyses basées sur les données collectées et désagrégées, en collaboration avec le représentant Pays et l'équipe du projet. Les rapports de suivi et de capitalisation dont sera responsable le/la gestionnaire d'aide légale sont les suivants : Bilans quantitatifs trimestriels et annuels de chaque projet (périodicité alignée à celle des rapports bailleurs) Rapport analytique annuel (quantitatif et qualitatif) de l'aide légale du projet (alignée à l'année civile) Responsabilités internes : En coordination avec le représentant Pays, elle/il capitalise sur l'expertise des avocat.es et met en valeur leurs bonnes pratiques et leurs réussites Elle/il recueille les besoins des avocat.es en matière de renforcement de capacités, et formule, en concertation avec le représentant Pays et le responsable du programme, des propositions d'ateliers de renforcement de capacités au profit des pools d'avocat.es d'ASF Elle/il collabore avec les autres programmes d'ASF ayant une composante d'aide légale, dans le cadre de référencement des bénéficiaires en interne et assiste le représentant Pays dans le déploiement du dispositif d'aide légale d'urgence. En concertation avec le représentant Pays et le responsable du programme, elle/il soumet des propositions visant à améliorer la qualité des services d'aide légale et à optimiser le fonctionnement des dispositifs. Profil recherché Un diplôme supérieur en Droit, Sciences politiques, politiques publiques ou équivalent Une expérience de 1 à 2 ans dans un poste similaire Forte autonomie et prise d'initiative Rigueur et fortes facultés d'organisation Fortes capacités de coordination, d'argumentation et de conviction Persévérance et Orientation Résultat Excellente communication à l'oral comme à l'écrit en Arabe et en Français Disponibilité en cas d'urgences et ouverture pour se déplacer dans les régions couvertes par le projet (plusieurs régions sur le territoire tunisien) Conditions Type de contrat : CDI avec période d'essai de 6 mois Horaire de travail : Temps plein (40 heures/semaine) 2 jours de congé par mois année Assurance groupe Tickets restaurant d'une valeur de 154 dinars par mois Conditions salariales : Conformément à la grille des salaires d'Avocat Sans Frontières et à la politique de rémunération en Tunisie. Responsable hiérarchique : Coordinateur(trice) Comptabilité Comment postuler? Merci d'envoyer les documents suivants : CV Lettre de motivation et disponibilités A envoyer au plus tard le 08/12/2025 en précisant «Gestionnaire d'aide légale» en objet, à l'adresse suivante : Les dossiers incomplets ne seront pas pris en considération. Pour des raisons de ressources humaines limitées, seul.e.s les candidat.e.s présélectionné.e.s seront contacté.e.s. Jamaity",https://www.optioncarriere.tn/jobad/tn464065f338f1ab955f09c97731ead868
Chef de Maintenance Machines - Industrie de Chaussures,R Sarl,Kairouan,CDI,Temps-plein,Il y a 2 heures,"Nous recherchons un Chef de Maintenance pour superviser, organiser et optimiser la maintenance de notre parc machines dédié à la fabrication de chaussures (machines de découpe, piquage, injection, assemblage, finissage…). Le candidat idéal assurera la disponibilité, la fiabilité et la sécurité des équipements afin de garantir une production continue et de haute qualité. Exigences de l'emploi Les compétences techniques requises pour ce poste incluent une parfaite maîtrise des systèmes mécaniques, électriques, pneumatiques et hydrauliques, ainsi qu’une bonne connaissance des machines utilisées dans l’industrie de chaussures, telles que les machines de découpe, les piqueuses industrielles, les presses d’injection ou de thermocollage et les équipements d’assemblage et de finition. Le Chef de Maintenance doit être capable de lire et d’interpréter des plans mécaniques et schémas électriques, d’effectuer des diagnostics précis et d’intervenir rapidement en cas de panne. Sur le plan de la gestion, le poste exige une solide capacité à organiser et planifier les interventions de maintenance, à gérer et encadrer une équipe de techniciens, à répartir les tâches de manière efficace et à assurer le suivi technique des activités. Le Chef de Maintenance doit également être en mesure d’utiliser des outils de gestion de maintenance (comme une GMAO), de gérer un stock de pièces de rechange, de coordonner les actions avec les autres services de l’usine et de veiller au respect strict des normes de sécurité et des procédures internes. Ces compétences permettent de garantir la fiabilité des équipements et la continuité de la production. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn6517231dce16c61519a18d6c369e03be
Chargé(e) de la Prospection Commerciale B2B - Tunis (H/F),Neo Support Center,Tunis,CDI,Temps-plein,Il y a 2 heures,"Présentation du poste Une entreprise française du secteur Food Tech B2B recrute un(e) Chargé(e) de la Prospection Commerciale B2B pour sa filiale à Tunis. Votre mission est stratégique : identifier, prospecter et qualifier des prospects (PME, ETI et grands comptes) afin de générer des opportunités commerciales pour les équipes en France. Missions principales Prospection B2B multicanale : appels sortants, e-mails, LinkedIn, CRM. Détection d’opportunités auprès de prospects PME, ETI et grands comptes. Qualification des leads entrants et sortants. Identification des décideurs clés (Direction, Achats, Opérations). Prise de contact et planification de rendez-vous qualifiés pour les Sales en France. Mise à jour rigoureuse du CRM et suivi du pipeline. Collaboration avec le Marketing sur les campagnes de prospection. Contribution à l’amélioration des scripts, séquences et process commerciaux. Exigences de l'emploi Profil recherché Bac+3 minimum en commerce, marketing ou équivalent. Expérience d’au moins 10 ans en développement commercial B2B, prospection ou télévente. Excellente maîtrise du français, à l’oral comme à l’écrit. Connaissance solide des techniques de prospection, de qualification et d'approche grands comptes. Aisance relationnelle, écoute active, force de persuasion. Mentalité « chasseur », autonomie, rigueur et goût du challenge. Atouts appréciés Expérience dans un environnement Food Tech, SaaS, services ou B2B. Capacité à interagir avec des interlocuteurs C-level. Orientation résultats et culture de la performance. Conditions Contrat : CDI Lieu : Tunis Disponibilité : immédiate Rémunération : fixe attractif + primes motivantes Pourquoi nous rejoindre ? Rejoignez la filiale tunisienne d’un groupe français innovant et en pleine croissance. Travail en lien direct avec les équipes commerciales en France. Environnement moderne, digital, orienté performance. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn22a9005dd22a7f858dfe3930998ecb2b
Télévendeurs (H/F) GERMANOPHONE,Sphere tech DIGISERVIVES,Tunis,CDI,Temps-plein,Il y a 2 heures,Nous recrutons des télévendeurs motivés et dynamiques ! Ce que nous offrons : -Salaire fixe attractif de 1800 DT -Commissions motivantes sans plafond -Horaires stables dans un environnement convivial Exigences de l'emploi Excellentes compétences en communication Esprit commercial et goût du challenge Maîtrise de l’allemand niveau minimum B2 Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn4e6bb0084450cf1fef06e02e834e059c
Agent Commercial & Conseiller Assurance Suisse,Soul Society,"Mégrine, Ben Arous",CDI,Temps-plein,Il y a 2 heures,"1️⃣ Transformation des Rendez-vous Clients Prendre, confirmer et gérer les rendez-vous avec les prospects. Conduire des entretiens structurés pour identifier les besoins réels. Transformer les rendez-vous en opportunités concrètes et en souscriptions. Suivre et relancer les prospects afin d’optimiser le taux de conversion. Savoir saisir les opportunités et recommander nos services à leur entourage après satisfaction. 2️⃣. Prospection & Développement Commercial Contacter, qualifier et accompagner les prospects suisses. Développer un portefeuille clients actif Travailler sur des leads qualifiés pour maximiser les résultats. Contribuer activement à la croissance du centre grâce à une approche stratégique de la prospection. Exigences de l'emploi 1️⃣ Conseil & Expertise en Assurance Suisse Expliquer clairement les solutions d’assurance suisse : ✔ Assurance maladie et complémentaires ✔ Prévoyance individuelle / couverture financière ✔ Solutions de retraite et protection du revenu. Vulgariser les informations pour faciliter la compréhension du client. 2️⃣. Vente, Négociation & Conclusion Présenter les offres de manière professionnelle et rassurante. Négocier les conditions et sécuriser la conclusion des contrats. Atteindre les objectifs fixés par la direction. 3️⃣ Suivi, Fidélisation & Gestion Administrative Assurer le suivi des demandes, des dossiers et des documents clients. Maintenir une relation de confiance et une satisfaction optimale. Effectuer un reporting clair et régulier à la direction. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn456d807e1a0c8f83055e02d07d7360a5
Electricien,Smvda raoudha,Tunis,CDI,Temps-plein,Il y a 2 heures,"l'installation, la maintenance et la réparation des systèmes électriques dans divers bâtiments, de l'habitat aux industries . Ses tâches incluent le câblage, le raccordement des tableaux électriques, la pose des câbles et des prises, et la vérification de la conformité des installations. Il est également responsable des dépannages, de la localisation des pannes et de la mise à niveau des installations selon les normes de sécurité. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnd2d5442cc5d2625dc5304b8d14d03b51
responsable depot kebili,rosman clean power,Tunis,CDI,Temps-plein,Il y a 2 heures,"Missions principales : Assurer la gestion quotidienne du dépôt (réception, stockage, préparation et expédition des marchandises). Organiser et optimiser l’espace de stockage pour garantir la bonne circulation des produits. Superviser l’inventaire et assurer la fiabilité des stocks. Mettre en place et suivre les procédures de sécurité et d’hygiène. Veiller à la maintenance du matériel de manutention et des infrastructures du dépôt. Établir des rapports réguliers sur l’activité du dépôt (entrées/sorties, anomalies, écarts d’inventaire). Compétences requises : Maîtrise des techniques de gestion de stock et de logistique. Connaissance des outils informatiques (Excel, logiciels de gestion/ERP). Sens de l’organisation et de la rigueur. Capacité à manager une équipe. Réactivité et aptitude à résoudre les problèmes rapidement. Profil recherché : Bac +2/3 en logistique, gestion ou équivalent. Expérience confirmée dans la gestion d’un dépôt ou d’un magasin. Leadership, autonomie et sens des responsabilités. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn349c6f15a35b9c3ef0473855653186bd
Infirmière : PALOMA SPA 100% féminin,Khamsa Group,Sousse,CDI,Temps-plein,Il y a 2 heures,"Nous sommes un groupe dynamique composé d’une académie de football, de deux salles de sport et d’un centre SPA 100% réservé aux femmes, situé à Khezama – Sousse. Dans le cadre du développement de notre activité, nous recrutons une infirmière qualifiée pour rejoindre notre équipe. Vous évoluerez dans un environnement moderne, dédié à la détente, au soin du corps et à la rééducation douce. Missions principales : Réaliser des massages thérapeutiques, relaxants et tonifiants selon les besoins des clientes. Effectuer des séances d’amincissement et de remodelage corporel. Conseiller les clientes sur les soins adaptés et les bonnes pratiques post-traitement. Assurer le suivi personnalisé et la satisfaction des clientes. Veiller à la propreté, l’hygiène et au bon fonctionnement des équipements du SPA. Exigences de l'emploi titulaire d’un diplôme en Infirmière Une expérience dans un centre de bien-être, un spa ou une clinique est souhaitée (les débutantes motivées sont acceptées). Excellente présentation, sens du contact et esprit d’équipe. Sérieuse, souriante et à l’écoute. Date d'expiration 27/11/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn0a375116af176cf929745eca3fcdc22c
Responsable Marketing - Secteur Optique (Montures & Lunettes),Opty,Tunis,CDI,Temps-plein,Il y a 2 heures,"Société tunisienne spécialisée dans la fabrication et la vente de montures et lunettes (marque tunisienne) recrute un(e) Responsable Marketing expérimenté(e) pour piloter la stratégie marketing globale et développer la notoriété de la marque. Missions principales : Élaborer et déployer la stratégie marketing de l’entreprise. Développer l’image de marque et renforcer sa présence sur le marché. Gérer les campagnes marketing digitales et traditionnelles. Assurer la gestion des réseaux sociaux et optimiser leur performance. Suivre le marché, la concurrence et proposer des actions marketing innovantes. Préparer les supports marketing : catalogues, affiches, contenus visuels… Organiser les participations aux salons et événements professionnels. Gérer le budget marketing et analyser les performances des campagnes. Coordonner avec les équipes internes et les prestataires externes. Exigences de l'emploi Profil recherché : Expérience confirmée minimum de 2ans dans un poste similaire . Excellentes compétences en marketing digital, branding et communication. Connaissance minimum des logiciels : Photoshop, Illustrator. Connaissance en IA (photo et vidéo) : retouches, génération, montage. L’expérience en photographie est un atout. Bonne connaissance du secteur optique, mode ou retail (atout). Créativité, sens de l’analyse, rigueur et autonomie. Maîtrise du français et de l’arabe. Disponibilité à temps plein. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tna93fc92bcfa521634c5643dcd96d84fd
Ingénieur méthodes,Serma International,Ariana,CDI,Temps-plein,Il y a 3 heures,"Notre société SERMA INTERNATIONAL, implantée au pôle technologique El Ghazela ARIANA (TUNIS), est une filiale du groupe français SERMA opérant dans le domaine de l'électronique, principalement dans les secteurs automobile, ferroviaire et aéronautique ainsi que dans la sécurité des systèmes d’information. Nous sommes à la recherche d'un(e) Ingénieur(e) méthodes qui aura pour principale mission la tâche suivante: Mettre à jour les dossiers de production, suite à une évolution documentaire, technique ou de gestion d'obsolescence Exigences de l'emploi Méthodique Bon sens de l'organisation Maîtrise de Word et Excel Anglais technique (lu et écrit) La connaissance du logiciel CADENCE ou du logiciel SOLIDWORKS serait un plus Des connaissances IPC-A-620 seraient un plus Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tndafb3b52afa5a7a6d7205d64a7397950
Recrutement - Ouvrier Pâtissier Confirmé,Reine Noisette,Tunis,CDI,Temps-plein,Il y a 3 heures,"Profil recherché Expérience confirmée en pâtisserie/biscuiterie Autonome, rapide, soigneux Sérieux, ponctuel, esprit d’équipe Exigences de l'emploi Missions Préparation, façonnage et cuisson Aide au conditionnement Respect des normes d’hygiène Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tna45a7f64a4996cac53113b06c932e048
Agent(e) de Billetterie / Ticketing - Bizerte,Aya Travel,Bizerte,CDI,Temps-plein,Il y a 3 heures,"Aya Travel, agence de voyage située en Tunisie et spécialisée dans les voyages, les séjours et les services touristiques, recrute un(e) Agent(e) de Billetterie / Ticketing pour renforcer son équipe. Missions principales : Assurer la réservation et l’émission des billets d’avion via les systèmes GDS (Amadeus / Galileo / Sabre). Proposer aux clients les meilleures options de vols selon leurs besoins (prix, horaires, escales). Gérer les modifications, annulations, remboursements et les dossiers spéciaux. Informer les clients sur les conditions tarifaires, les politiques bagages et les formalités de voyage. Assurer un suivi professionnel et rapide des demandes par téléphone, WhatsApp ou au comptoir. Collaborer avec l’équipe commerciale et participer à la satisfaction client. -Lieu de travail : Bizerte Exigences de l'emploi Compétences et exigences : Maîtrise d’un système GDS (Amadeus de préférence). Expérience confirmée en billetterie dans une agence de voyage. * Portefeuille client obligatoire. Excellente communication en arabe et français ; l’anglais est un plus. Sens du service client, organisation et réactivité. Bonne gestion du stress et capacité à travailler en équipe. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn6416c4f6b1d220a8329eef558eab5546
Régleur en Injection Plastique,Sotufab,Sousse,CDI,Temps-plein,Il y a 3 heures,"Nous recherchons un Technicien régleur en injection plastique: Réaliser le montage et démontages des moules sur les presses à injecter Réaliser les réglages et la mise au point des machines selon les consignes, et les dossiers techniques Valider le début de chaque production en vérifiant les premières pièces Assurer le bon déroulement de la série en apportant son support aux agents de production les tâches et les contrôles à réaliser. Gestion du personnel en cas d'absence des employés. Exigences de l'emploi BTS en plasturgie ou d'un diplôme équivalent. Connaissance des moules, des métiers de l'injection, des matériaux.. sens de l'organisation et le respect des règles de sécurité. Expérience : Tous niveaux d'expérience Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn835c2713aa855ce2e83430813153c8db
Enseignant(e) d'Allemand B2 en Ligne,centre des langues al-manar,Médenine,Contrat,Temps-plein,Il y a 3 heures,"Le Centre des Langues Al-Manar recherche un(e) Enseignant(e) d’Allemand hautement qualifié(e) pour un projet individuel d’enseignement en ligne (contrat à prix fixe). Nous souhaitons collaborer avec un(e) expert(e) capable d’accompagner un apprenant adulte disposant de bases en allemand (niveau A1/A2) jusqu’à la maîtrise du niveau B2. Exigences de l'emploi Détails du Projet & Exigences Rôle : Enseignement individuel 100 % en ligne (cours en tête-à-tête). Objectif : Faire progresser l’étudiant(e) du niveau A1/A2 au niveau B2. Compétences requises : Expérience confirmée dans l’enseignement de l’allemand à des apprenants non natifs. Capacité à mener un(e) étudiant(e) vers la réussite d’une certification de niveau B. Statut : Intervention en tant que freelance (travailleur indépendant). Proposition à Prix Fixe – Obligatoire Dans le cadre de ce projet unique, les candidat(e)s doivent soumettre une proposition complète comprenant: Plan Pédagogique Détaillé Votre méthodologie et votre stratégie globale pour atteindre le niveau B2. Estimation du Volume Horaire Nombre total d’heures d’enseignement (format 60 minutes) nécessaires pour couvrir l’ensemble du parcours jusqu’au B2. Devis Global à Prix Fixe Vos honoraires totaux et tout compris pour le projet complet, jusqu’à l’atteinte du niveau B2. Processus de Sélection Les candidat(e)s présélectionné(e)s seront invité(e)s à un entretien téléphonique avec notre expert(e) linguistique. Nous avons hâte de découvrir votre proposition d’expert(e) pour ce projet exceptionnel ! Date d'expiration 24/12/2025 Postuler maintenant Tanitjobs",https://www.optioncarriere.tn/jobad/tnbc1eedac1d81d05e1ece52bdd0de818e
AGENT TRAITEMENT DES COMMANDES / DÉBITAGE & FACTURATION,HEXA MAT,Tunis,CDD,Temps-plein,Il y a 3 heures,"OFFRE D’EMPLOI – AGENT TRAITEMENT DES COMMANDES / DÉBITAGE & FACTURATION Société : HEXA MAT Secteur : Aciers spéciaux, plastiques techniques, alliages aluminium Lieu : Tunisie – Poste en atelier HEXA MAT recrute un Agent traitement des commandes, rigoureux, sérieux et capable de gérer les opérations techniques (débitage) ainsi que les tâches administratives (offres, devis, facturation). Missions principales Réception et traitement des commandes clients. Débitage des barres, tôles et matériaux selon les dimensions demandées. Préparation des devis et offres commerciales. Saisie des commandes dans le système interne. Établissement des factures clients. Suivi des sorties de stock et préparation des bons de livraison. Coordination avec le service commercial et le magasin. Respect des règles de sécurité et de qualité. *Profil recherché Connaissances de base en mécanique, matériaux ou atelier (souhaité). Maîtrise des outils de mesure (pied à coulisse, mètre…). À l’aise avec l’outil informatique (Word, Excel, facturation). Sérieux, organisé, précis et ponctuel. Capacité à comprendre un plan ou une demande technique. Expérience dans un atelier ou magasin industriel (un atout). Ce que nous offrons Salaire motivant selon compétences. Formation assurée par l’entreprise. Environnement professionnel structuré. Stabilité et possibilité d’évolution. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tne2b68874a79a2259bf17c738916fd546
